DataType,IterationNumber,numPoints,runs,trueBeta,MCLTSBetaAvg,MCLTSBetaAvgError,MCLTSBetaStd,NoisyStatsBetaAvg,NoisyStatsBetaAvgError,NoisyStatsStd,
Gaussian,75,75,10,0.9321119591350887,0.9644747872815413,0.03236282814645264,0.03517181425521156,-0.6753853931171532,1.607497352252242,1.7281540208191457,
Bimodal,75,75,10,0.6875741033364344,0.9168793742447676,0.2293052709083332,0.14476445812796213,1.1291483118151218,0.44157420847868734,1.213272831791542,
Outlier,75,75,10,30.883328517136054,92.31502618812472,61.43169767098867,32.46341391681253,-0.3974423043401806,31.280770821476235,1.6656082884179904,
Gaussian,75,75,10,0.7483225143693616,0.8306076582514352,0.08228514388207364,0.030109122498927606,0.15207321164815893,0.5962493027212027,0.37210757439244363,
Bimodal,75,75,10,0.3200809050981659,0.6265908230291555,0.3065099179309896,0.10340943936174259,0.4409395032052442,0.12085859810707833,0.3157657857734419,
Outlier,75,75,10,34.89432356480731,54.04746779294017,19.15314422813286,7.565172403582665,-0.48386006323726294,35.378183628044575,1.4778296430005655,
Gaussian,75,75,10,0.8156925552486947,0.8629766630759713,0.047284107827276656,0.02552616097383978,0.8530079099241424,0.037315354675447776,1.275841850981619,
Bimodal,75,75,10,0.6584642483513481,1.8404819001067345,1.1820176517553864,0.5399165577904933,0.48441712076629456,0.17404712758505353,2.361193263865032,
Outlier,75,75,10,30.205007851289466,28.58528645365441,1.6197213976350575,1.7590096919726208,-1.8458843027501772,32.050892154039644,8.705788723809123,
Gaussian,75,75,10,0.7985609220603846,0.8003502700324198,0.0017893479720351158,0.009218577477687992,4.3713811051728495,3.572820183112465,9.492962608314418,
Bimodal,75,75,10,0.3105205808712345,-0.38892816082496495,0.6994487416961994,0.414973695549207,-0.6648863701453089,0.9754069510165435,5.539672666885751,
Outlier,75,75,10,31.75386511225568,35.19484150926501,3.4409763970093294,1.8695367892548855,1.4316347540636882,30.322230358191995,4.280102842942315,
Gaussian,100,100,10,0.6402144266508564,0.642577207332076,0.002362780681219645,0.012915562784448107,0.3269831238029516,0.3132313028479048,0.2503696278039416,
Bimodal,100,100,10,0.4882063871540794,0.45403046312905443,0.03417592402502495,0.0136606278318136,-0.7156988945141809,1.2039052816682603,2.347519318595301,
Outlier,100,100,10,26.45217896749291,27.150033812045443,0.6978548445525341,0.7871900302979377,8.606305923778953,17.845873043713958,10.665870486204172,
Gaussian,100,100,10,0.6655194520922985,0.6799025022532141,0.014383050160915678,0.015505587155101527,0.30287346804667825,0.3626459840456202,0.5144812180830692,
Bimodal,100,100,10,0.29568126944898726,0.09526857154488227,0.20041269790410499,0.021343409632339765,-0.6605879164304433,0.9562691858794305,1.0934584648297536,
Outlier,100,100,10,29.79663053014282,34.281330587463295,4.484700057320474,2.4487093242624893,0.510826798809604,29.285803731333218,1.6436083868386817,
Gaussian,100,100,10,0.6479173287553536,0.6977376012117092,0.049820272456355674,0.028630322198992163,0.05832886615421917,0.5895884626011344,0.7086689194105209,
Bimodal,100,100,10,0.6327577810828414,1.7224963667408422,1.0897385856580009,0.6603729755044133,0.8406371884667909,0.2078794073839495,1.23444413977744,
Outlier,100,100,10,25.44932309092049,23.39877618158217,2.050546909338319,0.939186713968371,-1.3831979231515905,26.832521014072082,3.7584880931003224,
Gaussian,100,100,10,0.754891004462399,0.7202846716429616,0.03460633281943737,0.02106322605058829,1.8300699998607617,1.0751789953983626,3.3386206429478515,
Bimodal,100,100,10,0.314516449817465,0.20395549926832848,0.11056095054913653,0.01655710978448602,0.6135640056485848,0.2990475558311198,0.9841822526825085,
Outlier,100,100,10,26.587556002292683,29.535704604511174,2.9481486022184917,1.5340896309558882,-1.1031571805780946,27.690713182870777,1.8913863394493509,
Gaussian,100,100,10,0.6403146131327282,0.5745019509195144,0.0658126622132138,0.01155856934412729,0.5929643755682259,0.047350237564502295,1.7148290181970722,
Bimodal,100,100,10,0.5843505944996954,0.3849388079630448,0.1994117865366506,0.027540770434380968,-9.732226066054459,10.316576660554155,28.619302589613703,
Outlier,100,100,10,32.20727204061002,28.96249114835382,3.244780892256202,2.344312236231884,2.0350106946429545,30.172261345967065,3.3939918019969837,
Gaussian,100,100,10,0.547965664887952,0.5775909870103252,0.029625322122373232,0.02775130955349437,0.7410202558216641,0.19305459093371213,1.5098858661192875,
Bimodal,100,100,10,0.8309284583866768,0.9561543584960708,0.12522590010939394,0.014190199489788629,0.6593719193737205,0.1715565390129563,2.5063950970045425,
Outlier,100,100,10,26.68759479539877,26.191988244683237,0.4956065507155323,1.1616314836487165,-0.8146948068992375,27.502289602298006,2.526517834620075,
Gaussian,100,100,10,0.5283923223322424,0.42465264769170386,0.10373967464053857,0.055007945392037357,62.955100135921874,62.42670781358963,185.5905863158316,
Bimodal,100,100,10,0.5923510036029269,1.653076775276031,1.060725771673104,0.4085305834602279,0.2835034145258371,0.3088475890770898,0.999047712330317,
Outlier,100,100,10,32.46600074314324,35.381074853739946,2.9150741105967057,1.724435897501064,-1.0996359604182049,33.565636703561445,2.3864270390844933,
Gaussian,100,100,10,0.6713060316500037,0.6826768517318013,0.011370820081797572,0.007939895044759409,-0.673078550580194,1.3443845822301976,3.3135024826570705,
Bimodal,100,100,10,0.5474013293066995,0.9719237316488334,0.4245224023421339,0.11089732688803858,0.6775338807782141,0.1301325514715146,1.3244101143087634,
Outlier,100,100,10,32.41645406459719,33.4269230903801,1.0104690257829105,0.8912611414363243,-0.3684162620198591,32.784870326617046,1.33584623829861,
Gaussian,100,100,10,0.740190991917538,0.7800830394122797,0.039892047494741734,0.028924940638345564,0.38399547263891415,0.35619551927862386,0.43682627380277245,
Bimodal,100,100,10,0.4988409415313213,0.8729522973115232,0.37411135578020194,0.1908111532860404,1.0527656506612055,0.5539247091298842,0.6618899146029288,
